57,19,57,83,121,83,121,19,0.06009,1
76,19,76,83,140,83,140,19,0.11613,1
96,19,96,83,160,83,160,19,0.43451,1
115,19,115,83,179,83,179,19,0.66124,1
134,19,134,83,198,83,198,19,0.01396,1
153,19,153,83,217,83,217,19,0.02693,1
172,19,172,83,236,83,236,19,0.00586,1
191,19,191,83,255,83,255,19,0.02924,1
211,19,211,83,275,83,275,19,0.36546,1
230,19,230,83,294,83,294,19,0.1836,1
249,19,249,83,313,83,313,19,0.51518,1
268,19,268,83,332,83,332,19,0.10936,1
287,19,287,83,351,83,351,19,0.25095,1
307,19,307,83,371,83,371,19,0.05405,1
326,19,326,83,390,83,390,19,0.15351,1
345,19,345,83,409,83,409,19,0.38913,1
364,19,364,83,428,83,428,19,0.28867,1
383,19,383,83,447,83,447,19,0.30232,1
403,19,403,83,467,83,467,19,0.24365,1
422,19,422,83,486,83,486,19,0.136,1
441,19,441,83,505,83,505,19,0.35196,1
460,19,460,83,524,83,524,19,0.10819,1
479,19,479,83,543,83,543,19,0.01734,1
499,19,499,83,563,83,563,19,0.00936,1
518,19,518,83,582,83,582,19,0.0134,1
537,19,537,83,601,83,601,19,0.01686,1
556,19,556,83,620,83,620,19,0.01946,1
576,19,576,83,640,83,640,19,0.01451,1
595,19,595,83,659,83,659,19,0.01193,1
614,19,614,83,678,83,678,19,0.04558,1
633,19,633,83,697,83,697,19,0.1551,1
652,19,652,83,716,83,716,19,0.24262,1
672,19,672,83,736,83,736,19,0.39498,1
691,19,691,83,755,83,755,19,0.28481,1
710,19,710,83,774,83,774,19,0.40212,1
729,19,729,83,793,83,793,19,0.04938,1
748,19,748,83,812,83,812,19,0.01485,1
768,19,768,83,832,83,832,19,0.00314,1
787,19,787,83,851,83,851,19,0.00409,1
806,19,806,83,870,83,870,19,0.021,1
825,19,825,83,889,83,889,19,0.16343,1
844,19,844,83,908,83,908,19,0.11885,1
864,19,864,83,928,83,928,19,0.08321,1
883,19,883,83,947,83,947,19,0.03621,1
902,19,902,83,966,83,966,19,0.00993,1
921,19,921,83,985,83,985,19,0.00971,1
940,19,940,83,1004,83,1004,19,0.00617,1
960,19,960,83,1024,83,1024,19,0.01103,1
979,19,979,83,1043,83,1043,19,0.01475,1
998,19,998,83,1062,83,1062,19,0.14627,1
1017,19,1017,83,1081,83,1081,19,0.13325,1
1036,19,1036,83,1100,83,1100,19,0.0189,1
1056,19,1056,83,1120,83,1120,19,0.00794,1
1075,19,1075,83,1139,83,1139,19,0.00197,1
1094,19,1094,83,1158,83,1158,19,0.00156,1
1113,19,1113,83,1177,83,1177,19,0.00583,1
1132,19,1132,83,1196,83,1196,19,0.03065,1
1152,19,1152,83,1216,83,1216,19,0.19442,1
1171,19,1171,83,1235,83,1235,19,0.17819,1
1190,19,1190,83,1254,83,1254,19,0.23402,1
1209,19,1209,83,1273,83,1273,19,0.20348,1
1228,19,1228,83,1292,83,1292,19,0.37051,1
1248,19,1248,83,1312,83,1312,19,0.12452,1
1267,19,1267,83,1331,83,1331,19,0.10498,1
1286,19,1286,83,1350,83,1350,19,0.23031,1
1305,19,1305,83,1369,83,1369,19,0.05224,1
1324,19,1324,83,1388,83,1388,19,0.03799,1
1344,19,1344,83,1408,83,1408,19,0.00772,1
1363,19,1363,83,1427,83,1427,19,0.00694,1
1382,19,1382,83,1446,83,1446,19,0.00997,1
1401,19,1401,83,1465,83,1465,19,0.04844,1
1420,19,1420,83,1484,83,1484,19,0.10613,1
1440,19,1440,83,1504,83,1504,19,0.19856,1
1459,19,1459,83,1523,83,1523,19,0.12204,1
1478,19,1478,83,1542,83,1542,19,0.12155,1
1497,19,1497,83,1561,83,1561,19,0.17018,1
1516,19,1516,83,1580,83,1580,19,0.47384,1
1536,19,1536,83,1600,83,1600,19,0.61738,1
1555,19,1555,83,1619,83,1619,19,0.18938,1
1574,19,1574,83,1638,83,1638,19,0.13534,1
1593,19,1593,83,1657,83,1657,19,0.11322,1
1612,19,1612,83,1676,83,1676,19,0.03519,1
1632,19,1632,83,1696,83,1696,19,0.01,1
1651,19,1651,83,1715,83,1715,19,0.03405,1
1670,19,1670,83,1734,83,1734,19,0.09434,1
1689,19,1689,83,1753,83,1753,19,0.0392,1
1708,19,1708,83,1772,83,1772,19,0.0092,1
1728,19,1728,83,1792,83,1792,19,0.01366,1
1747,19,1747,83,1811,83,1811,19,0.00976,1
1766,19,1766,83,1830,83,1830,19,0.01533,1
1785,19,1785,83,1849,83,1849,19,0.03868,1
1804,19,1804,83,1868,83,1868,19,0.05731,1
1824,19,1824,83,1888,83,1888,19,0.03311,1
1843,19,1843,83,1907,83,1907,19,0.03748,1
1862,19,1862,83,1926,83,1926,19,0.03295,1
0,38,0,102,64,102,64,38,0.21202,1
19,38,19,102,83,102,83,38,0.04466,1
38,38,38,102,102,102,102,38,0.02638,1
57,38,57,102,121,102,121,38,0.03243,1
76,38,76,102,140,102,140,38,0.06056,1
96,38,96,102,160,102,160,38,0.07795,1
115,38,115,102,179,102,179,38,0.11707,1
134,38,134,102,198,102,198,38,0.07783,1
153,38,153,102,217,102,217,38,0.24182,1
172,38,172,102,236,102,236,38,0.06586,1
191,38,191,102,255,102,255,38,0.05,1
211,38,211,102,275,102,275,38,0.19263,1
230,38,230,102,294,102,294,38,0.45245,1
249,38,249,102,313,102,313,38,0.48893,1
268,38,268,102,332,102,332,38,0.2161,1
287,38,287,102,351,102,351,38,0.34786,1
307,38,307,102,371,102,371,38,0.42808,1
326,38,326,102,390,102,390,38,0.32527,1
345,38,345,102,409,102,409,38,0.90826,1
364,38,364,102,428,102,428,38,0.80843,1
383,38,383,102,447,102,447,38,0.67678,1
403,38,403,102,467,102,467,38,0.38272,1
422,38,422,102,486,102,486,38,0.14613,1
441,38,441,102,505,102,505,38,0.16812,1
460,38,460,102,524,102,524,38,0.09446,1
479,38,479,102,543,102,543,38,0.07361,1
499,38,499,102,563,102,563,38,0.08593,1
518,38,518,102,582,102,582,38,0.03957,1
537,38,537,102,601,102,601,38,0.05646,1
556,38,556,102,620,102,620,38,0.02873,1
576,38,576,102,640,102,640,38,0.04537,1
595,38,595,102,659,102,659,38,0.01216,1
614,38,614,102,678,102,678,38,0.04728,1
633,38,633,102,697,102,697,38,0.02036,1
652,38,652,102,716,102,716,38,0.03855,1
672,38,672,102,736,102,736,38,0.08664,1
691,38,691,102,755,102,755,38,0.11039,1
710,38,710,102,774,102,774,38,0.21973,1
729,38,729,102,793,102,793,38,0.04246,1
748,38,748,102,812,102,812,38,0.00786,1
768,38,768,102,832,102,832,38,0.02053,1
787,38,787,102,851,102,851,38,0.01407,1
806,38,806,102,870,102,870,38,0.01406,1
825,38,825,102,889,102,889,38,0.08185,1
844,38,844,102,908,102,908,38,0.03178,1
864,38,864,102,928,102,928,38,0.01384,1
883,38,883,102,947,102,947,38,0.0096,1
902,38,902,102,966,102,966,38,0.00562,1
921,38,921,102,985,102,985,38,0.02159,1
940,38,940,102,1004,102,1004,38,0.04282,1
960,38,960,102,1024,102,1024,38,0.01257,1
979,38,979,102,1043,102,1043,38,0.04906,1
998,38,998,102,1062,102,1062,38,0.03279,1
1017,38,1017,102,1081,102,1081,38,0.00833,1
1036,38,1036,102,1100,102,1100,38,0.00268,1
1056,38,1056,102,1120,102,1120,38,0.0021,1
1075,38,1075,102,1139,102,1139,38,0.01277,1
1094,38,1094,102,1158,102,1158,38,0.00752,1
1113,38,1113,102,1177,102,1177,38,0.00508,1
1132,38,1132,102,1196,102,1196,38,0.00484,1
1152,38,1152,102,1216,102,1216,38,0.01647,1
1171,38,1171,102,1235,102,1235,38,0.02438,1
1190,38,1190,102,1254,102,1254,38,0.0515,1
1209,38,1209,102,1273,102,1273,38,0.09769,1
1228,38,1228,102,1292,102,1292,38,0.07781,1
1248,38,1248,102,1312,102,1312,38,0.38706,1
1267,38,1267,102,1331,102,1331,38,0.06104,1
1286,38,1286,102,1350,102,1350,38,0.03388,1
1305,38,1305,102,1369,102,1369,38,0.02027,1
1324,38,1324,102,1388,102,1388,38,0.01663,1
1344,38,1344,102,1408,102,1408,38,0.00515,1
1363,38,1363,102,1427,102,1427,38,0.00705,1
1382,38,1382,102,1446,102,1446,38,0.01022,1
1401,38,1401,102,1465,102,1465,38,0.06207,1
1420,38,1420,102,1484,102,1484,38,0.15932,1
1440,38,1440,102,1504,102,1504,38,0.45732,1
1459,38,1459,102,1523,102,1523,38,0.06263,1
1478,38,1478,102,1542,102,1542,38,0.12457,1
1497,38,1497,102,1561,102,1561,38,0.1511,1
1516,38,1516,102,1580,102,1580,38,0.03928,1
1536,38,1536,102,1600,102,1600,38,0.1793,1
1555,38,1555,102,1619,102,1619,38,0.17653,1
1574,38,1574,102,1638,102,1638,38,0.55898,1
1593,38,1593,102,1657,102,1657,38,0.30622,1
1612,38,1612,102,1676,102,1676,38,0.14239,1
1632,38,1632,102,1696,102,1696,38,0.03462,1
1651,38,1651,102,1715,102,1715,38,0.03987,1
1670,38,1670,102,1734,102,1734,38,0.2431,1
1689,38,1689,102,1753,102,1753,38,0.03332,1
1708,38,1708,102,1772,102,1772,38,0.02052,1
1728,38,1728,102,1792,102,1792,38,0.012,1
1747,38,1747,102,1811,102,1811,38,0.02187,1
1766,38,1766,102,1830,102,1830,38,0.04594,1
1785,38,1785,102,1849,102,1849,38,0.03798,1
1804,38,1804,102,1868,102,1868,38,0.03443,1
1824,38,1824,102,1888,102,1888,38,0.02492,1
1843,38,1843,102,1907,102,1907,38,0.02694,1
1862,38,1862,102,1926,102,1926,38,0.0403,1
0,57,0,121,64,121,64,57,0.27347,1
19,57,19,121,83,121,83,57,0.24583,1
38,57,38,121,102,121,102,57,0.10308,1
57,57,57,121,121,121,121,57,0.05719,1
76,57,76,121,140,121,140,57,0.01264,1
96,57,96,121,160,121,160,57,0.02066,1
115,57,115,121,179,121,179,57,0.16196,1
134,57,134,121,198,121,198,57,0.08312,1
153,57,153,121,217,121,217,57,0.156,1
172,57,172,121,236,121,236,57,0.04467,1
191,57,191,121,255,121,255,57,0.05844,1
211,57,211,121,275,121,275,57,0.06472,1
230,57,230,121,294,121,294,57,0.06312,1
249,57,249,121,313,121,313,57,0.17696,1
268,57,268,121,332,121,332,57,0.52914,1
287,57,287,121,351,121,351,57,0.58544,1
307,57,307,121,371,121,371,57,0.77898,1
326,57,326,121,390,121,390,57,0.91936,1
345,57,345,121,409,121,409,57,0.96477,1
364,57,364,121,428,121,428,57,0.62649,1
383,57,383,121,447,121,447,57,0.27199,1
403,57,403,121,467,121,467,57,0.06208,1
422,57,422,121,486,121,486,57,0.06218,1
441,57,441,121,505,121,505,57,0.0153,1
460,57,460,121,524,121,524,57,0.03583,1
479,57,479,121,543,121,543,57,0.05148,1
499,57,499,121,563,121,563,57,0.0556,1
518,57,518,121,582,121,582,57,0.12581,1
537,57,537,121,601,121,601,57,0.07074,1
556,57,556,121,620,121,620,57,0.03188,1
576,57,576,121,640,121,640,57,0.02862,1
595,57,595,121,659,121,659,57,0.05,1
614,57,614,121,678,121,678,57,0.06979,1
633,57,633,121,697,121,697,57,0.17211,1
652,57,652,121,716,121,716,57,0.01844,1
672,57,672,121,736,121,736,57,0.07125,1
691,57,691,121,755,121,755,57,0.04418,1
710,57,710,121,774,121,774,57,0.03588,1
729,57,729,121,793,121,793,57,0.03066,1
748,57,748,121,812,121,812,57,0.00939,1
768,57,768,121,832,121,832,57,0.00776,1
787,57,787,121,851,121,851,57,0.01481,1
806,57,806,121,870,121,870,57,0.00802,1
825,57,825,121,889,121,889,57,0.04642,1
844,57,844,121,908,121,908,57,0.07998,1
864,57,864,121,928,121,928,57,0.02945,1
883,57,883,121,947,121,947,57,0.03253,1
902,57,902,121,966,121,966,57,0.01239,1
921,57,921,121,985,121,985,57,0.00816,1
940,57,940,121,1004,121,1004,57,0.04915,1
960,57,960,121,1024,121,1024,57,0.03618,1
979,57,979,121,1043,121,1043,57,0.01474,1
998,57,998,121,1062,121,1062,57,0.06323,1
1017,57,1017,121,1081,121,1081,57,0.02692,1
1036,57,1036,121,1100,121,1100,57,0.00548,1
1056,57,1056,121,1120,121,1120,57,0.00132,1
1075,57,1075,121,1139,121,1139,57,0.00731,1
1094,57,1094,121,1158,121,1158,57,0.0265,1
1113,57,1113,121,1177,121,1177,57,0.01261,1
1132,57,1132,121,1196,121,1196,57,0.01398,1
1152,57,1152,121,1216,121,1216,57,0.01058,1
1171,57,1171,121,1235,121,1235,57,0.00811,1
1190,57,1190,121,1254,121,1254,57,0.01368,1
1209,57,1209,121,1273,121,1273,57,0.01042,1
1228,57,1228,121,1292,121,1292,57,0.11213,1
1248,57,1248,121,1312,121,1312,57,0.05338,1
1267,57,1267,121,1331,121,1331,57,0.01154,1
1286,57,1286,121,1350,121,1350,57,0.01993,1
1305,57,1305,121,1369,121,1369,57,0.04052,1
1324,57,1324,121,1388,121,1388,57,0.01144,1
1344,57,1344,121,1408,121,1408,57,0.02208,1
1363,57,1363,121,1427,121,1427,57,0.04878,1
1382,57,1382,121,1446,121,1446,57,0.02807,1
1401,57,1401,121,1465,121,1465,57,0.0636,1
1420,57,1420,121,1484,121,1484,57,0.06418,1
1440,57,1440,121,1504,121,1504,57,0.15348,1
1459,57,1459,121,1523,121,1523,57,0.05389,1
1478,57,1478,121,1542,121,1542,57,0.0943,1
1497,57,1497,121,1561,121,1561,57,0.13217,1
1516,57,1516,121,1580,121,1580,57,0.11106,1
1536,57,1536,121,1600,121,1600,57,0.03797,1
1555,57,1555,121,1619,121,1619,57,0.05065,1
1574,57,1574,121,1638,121,1638,57,0.18812,1
1593,57,1593,121,1657,121,1657,57,0.09676,1
1612,57,1612,121,1676,121,1676,57,0.02432,1
1632,57,1632,121,1696,121,1696,57,0.04483,1
1651,57,1651,121,1715,121,1715,57,0.02186,1
1670,57,1670,121,1734,121,1734,57,0.01108,1
1689,57,1689,121,1753,121,1753,57,0.01112,1
1708,57,1708,121,1772,121,1772,57,0.04129,1
1728,57,1728,121,1792,121,1792,57,0.02933,1
1747,57,1747,121,1811,121,1811,57,0.06609,1
1766,57,1766,121,1830,121,1830,57,0.37842,1
1785,57,1785,121,1849,121,1849,57,0.02723,1
1804,57,1804,121,1868,121,1868,57,0.13319,1
1824,57,1824,121,1888,121,1888,57,0.04456,1
1843,57,1843,121,1907,121,1907,57,0.06139,1
1862,57,1862,121,1926,121,1926,57,0.0129,1
0,76,0,140,64,140,64,76,0.57735,1
19,76,19,140,83,140,83,76,0.46853,1
38,76,38,140,102,140,102,76,0.46761,1
57,76,57,140,121,140,121,76,0.11652,1
76,76,76,140,140,140,140,76,0.01899,1
96,76,96,140,160,140,160,76,0.00591,1
115,76,115,140,179,140,179,76,0.02297,1
134,76,134,140,198,140,198,76,0.11963,1
153,76,153,140,217,140,217,76,0.09374,1
172,76,172,140,236,140,236,76,0.17448,1
191,76,191,140,255,140,255,76,0.0248,1
211,76,211,140,275,140,275,76,0.00812,1
230,76,230,140,294,140,294,76,0.02993,1
249,76,249,140,313,140,313,76,0.1771,1
268,76,268,140,332,140,332,76,0.7906,1
287,76,287,140,351,140,351,76,0.84961,1
307,76,307,140,371,140,371,76,0.8603,1
326,76,326,140,390,140,390,76,0.91889,1
345,76,345,140,409,140,409,76,0.96482,1
364,76,364,140,428,140,428,76,0.94706,1
383,76,383,140,447,140,447,76,0.46417,1
403,76,403,140,467,140,467,76,0.30824,1
422,76,422,140,486,140,486,76,0.01789,1
441,76,441,140,505,140,505,76,0.01071,1
460,76,460,140,524,140,524,76,0.017,1
479,76,479,140,543,140,543,76,0.01935,1
499,76,499,140,563,140,563,76,0.01216,1
518,76,518,140,582,140,582,76,0.02805,1
537,76,537,140,601,140,601,76,0.02379,1
556,76,556,140,620,140,620,76,0.04984,1
576,76,576,140,640,140,640,76,0.0537,1
595,76,595,140,659,140,659,76,0.05262,1
614,76,614,140,678,140,678,76,0.06405,1
633,76,633,140,697,140,697,76,0.07002,1
652,76,652,140,716,140,716,76,0.05906,1
672,76,672,140,736,140,736,76,0.03395,1
691,76,691,140,755,140,755,76,0.07287,1
710,76,710,140,774,140,774,76,0.02311,1
729,76,729,140,793,140,793,76,0.04163,1
748,76,748,140,812,140,812,76,0.0504,1
768,76,768,140,832,140,832,76,0.01184,1
787,76,787,140,851,140,851,76,0.00779,1
806,76,806,140,870,140,870,76,0.01312,1
825,76,825,140,889,140,889,76,0.01532,1
844,76,844,140,908,140,908,76,0.08346,1
864,76,864,140,928,140,928,76,0.0321,1
883,76,883,140,947,140,947,76,0.05373,1
902,76,902,140,966,140,966,76,0.00688,1
921,76,921,140,985,140,985,76,0.14612,1
940,76,940,140,1004,140,1004,76,0.18443,1
960,76,960,140,1024,140,1024,76,0.08851,1
979,76,979,140,1043,140,1043,76,0.04926,1
998,76,998,140,1062,140,1062,76,0.1235,1
1017,76,1017,140,1081,140,1081,76,0.05527,1
1036,76,1036,140,1100,140,1100,76,0.03644,1
1056,76,1056,140,1120,140,1120,76,0.01903,1
1075,76,1075,140,1139,140,1139,76,0.01728,1
1094,76,1094,140,1158,140,1158,76,0.07329,1
1113,76,1113,140,1177,140,1177,76,0.07178,1
1132,76,1132,140,1196,140,1196,76,0.01507,1
1152,76,1152,140,1216,140,1216,76,0.01103,1
1171,76,1171,140,1235,140,1235,76,0.00624,1
1190,76,1190,140,1254,140,1254,76,0.01032,1
1209,76,1209,140,1273,140,1273,76,0.00869,1
1228,76,1228,140,1292,140,1292,76,0.02436,1
1248,76,1248,140,1312,140,1312,76,0.03342,1
1267,76,1267,140,1331,140,1331,76,0.0268,1
1286,76,1286,140,1350,140,1350,76,0.01424,1
1305,76,1305,140,1369,140,1369,76,0.13771,1
1324,76,1324,140,1388,140,1388,76,0.04688,1
1344,76,1344,140,1408,140,1408,76,0.39882,1
1363,76,1363,140,1427,140,1427,76,0.28894,1
1382,76,1382,140,1446,140,1446,76,0.08445,1
1401,76,1401,140,1465,140,1465,76,0.02923,1
1420,76,1420,140,1484,140,1484,76,0.03261,1
1440,76,1440,140,1504,140,1504,76,0.08506,1
1459,76,1459,140,1523,140,1523,76,0.06002,1
1478,76,1478,140,1542,140,1542,76,0.22115,1
1497,76,1497,140,1561,140,1561,76,0.31351,1
1516,76,1516,140,1580,140,1580,76,0.04684,1
1536,76,1536,140,1600,140,1600,76,0.16732,1
1555,76,1555,140,1619,140,1619,76,0.13457,1
1574,76,1574,140,1638,140,1638,76,0.04211,1
1593,76,1593,140,1657,140,1657,76,0.08339,1
1612,76,1612,140,1676,140,1676,76,0.06508,1
1632,76,1632,140,1696,140,1696,76,0.04633,1
1651,76,1651,140,1715,140,1715,76,0.01204,1
1670,76,1670,140,1734,140,1734,76,0.01719,1
1689,76,1689,140,1753,140,1753,76,0.05628,1
1708,76,1708,140,1772,140,1772,76,0.18554,1
1728,76,1728,140,1792,140,1792,76,0.01353,1
1747,76,1747,140,1811,140,1811,76,0.03703,1
1766,76,1766,140,1830,140,1830,76,0.24941,1
1785,76,1785,140,1849,140,1849,76,0.11927,1
1804,76,1804,140,1868,140,1868,76,0.07872,1
1824,76,1824,140,1888,140,1888,76,0.04616,1
1843,76,1843,140,1907,140,1907,76,0.17228,1
1862,76,1862,140,1926,140,1926,76,0.03051,1
0,96,0,160,64,160,64,96,0.69149,1
19,96,19,160,83,160,83,96,0.43962,1
38,96,38,160,102,160,102,96,0.04013,1
57,96,57,160,121,160,121,96,0.03932,1
76,96,76,160,140,160,140,96,0.03192,1
96,96,96,160,160,160,160,96,0.02847,1
115,96,115,160,179,160,179,96,0.05139,1
134,96,134,160,198,160,198,96,0.02066,1
153,96,153,160,217,160,217,96,0.06744,1
172,96,172,160,236,160,236,96,0.09486,1
191,96,191,160,255,160,255,96,0.04064,1
211,96,211,160,275,160,275,96,0.00434,1
230,96,230,160,294,160,294,96,0.01139,1
249,96,249,160,313,160,313,96,0.06508,1
268,96,268,160,332,160,332,96,0.20794,1
287,96,287,160,351,160,351,96,0.90955,1
307,96,307,160,371,160,371,96,0.91549,1
326,96,326,160,390,160,390,96,0.9759,1
345,96,345,160,409,160,409,96,0.97366,1
364,96,364,160,428,160,428,96,0.95887,1
383,96,383,160,447,160,447,96,0.94757,1
403,96,403,160,467,160,467,96,0.46232,1
422,96,422,160,486,160,486,96,0.02791,1
441,96,441,160,505,160,505,96,0.02103,1
460,96,460,160,524,160,524,96,0.03003,1
479,96,479,160,543,160,543,96,0.04025,1
499,96,499,160,563,160,563,96,0.02435,1
518,96,518,160,582,160,582,96,0.06092,1
537,96,537,160,601,160,601,96,0.01764,1
556,96,556,160,620,160,620,96,0.03503,1
576,96,576,160,640,160,640,96,0.02065,1
595,96,595,160,659,160,659,96,0.05798,1
614,96,614,160,678,160,678,96,0.11032,1
633,96,633,160,697,160,697,96,0.23177,1
652,96,652,160,716,160,716,96,0.05225,1
672,96,672,160,736,160,736,96,0.04474,1
691,96,691,160,755,160,755,96,0.01003,1
710,96,710,160,774,160,774,96,0.00858,1
729,96,729,160,793,160,793,96,0.0278,1
748,96,748,160,812,160,812,96,0.02625,1
768,96,768,160,832,160,832,96,0.00657,1
787,96,787,160,851,160,851,96,0.00395,1
806,96,806,160,870,160,870,96,0.0079,1
825,96,825,160,889,160,889,96,0.02329,1
844,96,844,160,908,160,908,96,0.04605,1
864,96,864,160,928,160,928,96,0.00654,1
883,96,883,160,947,160,947,96,0.0102,1
902,96,902,160,966,160,966,96,0.00175,1
921,96,921,160,985,160,985,96,0.01116,1
940,96,940,160,1004,160,1004,96,0.04086,1
960,96,960,160,1024,160,1024,96,0.01818,1
979,96,979,160,1043,160,1043,96,0.01409,1
998,96,998,160,1062,160,1062,96,0.10047,1
1017,96,1017,160,1081,160,1081,96,0.04526,1
1036,96,1036,160,1100,160,1100,96,0.05819,1
1056,96,1056,160,1120,160,1120,96,0.03023,1
1075,96,1075,160,1139,160,1139,96,0.06857,1
1094,96,1094,160,1158,160,1158,96,0.01634,1
1113,96,1113,160,1177,160,1177,96,0.03949,1
1132,96,1132,160,1196,160,1196,96,0.01178,1
1152,96,1152,160,1216,160,1216,96,0.01673,1
1171,96,1171,160,1235,160,1235,96,0.00646,1
1190,96,1190,160,1254,160,1254,96,0.0198,1
1209,96,1209,160,1273,160,1273,96,0.00905,1
1228,96,1228,160,1292,160,1292,96,0.00921,1
1248,96,1248,160,1312,160,1312,96,0.02998,1
1267,96,1267,160,1331,160,1331,96,0.09793,1
1286,96,1286,160,1350,160,1350,96,0.08892,1
1305,96,1305,160,1369,160,1369,96,0.22031,1
1324,96,1324,160,1388,160,1388,96,0.19669,1
1344,96,1344,160,1408,160,1408,96,0.62298,1
1363,96,1363,160,1427,160,1427,96,0.5882,1
1382,96,1382,160,1446,160,1446,96,0.3753,1
1401,96,1401,160,1465,160,1465,96,0.06091,1
